Id;BEER_Size(L);PROD_OriginalGravity;BEER_FinalGravity;BEER_AlcoholByVolume;BEER_IBU;BEER_Color;PROD_BoilSize;PROD_BoilTime;PROD_BoilGravity;PROD_Efficiency;PROD_MashThickness;PROD_SugarScale;PROD_BrewMethod;PROD_PitchRate;PROD_PrimaryTemp;PROD_ExcessGravity;Style
3873;20.82;1.051;1.009;5.55;67.32;7.51;24.61;60;1.044;70;?;0;?;0.35;18.33;60.51;American IPA
3876;20.82;1.058;1.014;5.71;64.17;13.67;30.28;60;1.04;70;?;0;BIAB;0.75;18.33;60.58;American IPA
3877;23;1.065;1.013;6.84;87.08;8.04;28;60;1.053;75;2.7;0;All Grain;0.75;19;60.65;American IPA
3878;19.87;1.058;1.015;5.73;56.76;6.03;24.61;90;1.047;80;1.5;0;All Grain;?;?;60.58;American IPA
3879;9.5;1.049;1.012;4.8;46.07;4.71;12;60;1.039;76;?;0;BIAB;?;?;60.49;American Pale Ale
3880;21;1.057;1.011;6.08;56.33;10.05;12;60;1.045;50;?;0;extract;0.5;19;60.57;American IPA
3883;41.64;1.054;1.013;5.44;35.41;6.57;49.21;90;1.046;70;1.5;0;All Grain;0.35;18.33;60.54;American Pale Ale
3885;23.66;1.06;1.01;6.59;103.7;10.23;29.34;60;1.049;70;1.33;0;All Grain;1;16.67;60.6;American IPA
3886;25;1.069;1.011;7.57;76.29;7.09;32;90;1.054;80;3;0;All Grain;1;18;60.69;American IPA
3887;18.9;1.048;1.012;4.71;0;5.46;11;?;1.082;35;?;0;extract;?;?;60.48;American Pale Ale
3888;58;?;1.009;4.13;41.83;9.6;66;60;1.035;75;3;0;All Grain;?;19;?;American Pale Ale
3889;60;1.065;1.011;7.14;58.82;6.72;67;90;1.058;75;3.4;0;All Grain;?;18;60.65;American IPA
3890;24.61;1.056;1.012;5.82;43.78;4.74;32.18;60;1.043;74;?;0;BIAB;0.5;25.56;60.56;American IPA
3892;30;1.05;1.01;5.36;17.56;5.32;35;60;1.043;70;3;0;All Grain;0.5;18;60.5;American IPA
3893;20.82;1.056;1.013;5.68;37.44;9.36;28.39;60;1.041;75;1.5;0;All Grain;?;?;60.56;American Pale Ale
3895;22.71;1.068;1.017;6.73;70.29;5.91;30.28;60;1.051;60;1.25;0;All Grain;0.75;18.89;60.68;American IPA
3896;27;1.053;?;5.6;64.51;7.53;28;45;1.051;80;?;0;?;0.75;19;60.53;American IPA
3898;16;?;1.018;4.66;45.03;6.67;16;60;1.054;35;?;0;extract;?;?;?;American Pale Ale
3899;3.79;1.066;1.012;7.08;34.22;5.27;4.73;60;?;75;?;0;Partial Mash;0.35;21.11;60.66;American IPA
3900;20.82;1.057;1.014;5.72;35.48;6.85;28.39;60;1.042;70;1.5;0;All Grain;0.35;20;60.57;American Pale Ale
3906;38;1.047;1.009;5.01;73.23;7.76;42;60;1.043;?;2;0;All Grain;?;19;60.47;American IPA
3907;20.82;1.066;1.013;6.99;57.98;9.65;24.61;60;1.052;75;1.5;0;All Grain;1;18.89;60.66;American IPA
3908;20.82;1.053;1.012;5.34;-1;5.61;11.36;?;1.098;35;?;0;extract;?;21.11;60.53;American Pale Ale
3909;5.4;?;1.01;5.89;41.43;4.26;6.4;60;1.046;70;?;0;BIAB;0.5;20;?;American Pale Ale
3910;37.85;1.063;1.016;6.25;18.93;5.55;49.21;60;1.049;70;1.25;0;All Grain;?;?;60.63;American Pale Ale
3913;18.93;1.066;1.015;6.74;57.83;8.56;28.39;60;1.044;65;1.5;0;All Grain;?;?;60.66;American IPA
3917;20;1.055;1.011;5.8;51.97;10.97;25;-1;1.044;73;?;0;BIAB;1;21;60.55;American IPA
3919;19.68;1.053;1.014;5.11;22.68;7.13;24.61;-1;1.042;60;1.4;0;All Grain;?;?;60.53;American Pale Ale
3920;18.93;1.056;1.013;5.55;66.26;5.07;30.28;60;1.035;65;?;0;BIAB;0.35;18.33;60.56;American IPA
3921;18.93;1.068;1.014;7.13;100.08;10.09;?;60;?;75;?;0;?;?;?;60.68;American IPA
3924;25;1.054;1.009;5.9;55.22;7.59;29;60;1.047;68;?;0;BIAB;?;18;60.54;American IPA
3926;20.82;1.062;1.016;6.13;55.83;8.76;28.39;60;1.046;75;1;0;All Grain;?;17.78;60.62;American IPA
3927;22.71;1.071;1.01;8.08;77.46;4.19;26.5;60;1.061;77;?;0;BIAB;0.5;18.33;60.71;American IPA
3929;20.82;1.072;1.014;7.59;186.53;-1;25.55;45;1.059;73;?;0;BIAB;?;20;60.72;American IPA
3932;41.64;1.083;1.015;8.98;50.54;6.61;49.21;60;1.07;75;1.5;0;All Grain;?;20;60.83;American IPA
3933;18.93;1.067;1.015;6.89;70.59;13.3;22.71;60;1.056;70;1.25;0;All Grain;?;?;60.67;American IPA
3938;22.7;1.057;1.015;5.55;65.25;?;26.5;60;1.049;70;?;0;BIAB;?;20;60.57;American IPA
3939;41.64;1.066;1.017;6.51;0;?;51.1;?;1.054;65;1.5;0;All Grain;?;?;60.66;American IPA
3941;19.49;1.06;1.016;5.83;58.89;22.78;17.03;60;1.069;35;?;0;Partial Mash;0.35;17.78;60.6;American Pale Ale
3942;41.64;?;1.018;7.21;111.35;8.23;53;90;1.057;?;1.5;0;All Grain;?;20;?;American IPA
3944;20.82;1.053;1.013;5.26;0;8.31;18.93;70;?;75;?;0;Partial Mash;?;?;60.53;American Pale Ale
3947;23.66;1.063;1.011;?;67.25;-1;26.5;60;1.056;35;?;0;extract;0.75;20;60.63;American IPA
3949;25;1.06;1.012;6.25;-1;6.71;28.5;60;1.053;61;3;0;All Grain;?;20;60.6;American IPA
3951;21;1.065;1.014;?;65.32;6.56;21;60;1.065;60;?;0;?;?;17;60.65;American IPA
3952;23;1.064;?;6.05;44.25;8.15;30;60;1.049;70;?;0;All Grain;?;?;60.64;American IPA
3953;21;1.051;1.012;5.1;31.3;7.21;28.5;60;1.037;60;3;0;All Grain;?;20;60.51;American Pale Ale
3954;35;?;1.019;6.54;45.74;5.21;38;70;1.064;65;?;0;BIAB;0.75;18;?;American IPA
3956;20.82;1.053;1.012;5.37;?;-1;11.36;60;1.097;75;?;0;Partial Mash;0.75;18.33;60.53;American Pale Ale
3959;18.93;1.061;1.016;5.93;85.27;4.66;24.61;60;1.047;70;2.7;0;All Grain;0.35;22.22;60.61;American IPA
3962;20;1.065;1.013;6.85;71.86;6.89;24;90;1.054;74;?;0;All Grain;1;18;60.65;American IPA
3963;18.93;1.042;1.007;4.55;61.21;5.72;35;-1;1.023;70;2.2;0;All Grain;0.5;19;60.42;American Pale Ale
3965;20.82;1.063;1.011;6.75;41.88;4.13;30.28;60;1.043;75;2.08;0;All Grain;?;18.33;60.63;American Pale Ale
3966;37.85;1.054;1.01;5.73;54.05;7.78;45.42;60;1.045;70;?;0;All Grain;?;?;60.54;American IPA
3971;20.82;1.063;1.011;6.77;42.18;10.13;28.39;60;1.046;70;?;0;BIAB;0.75;19.44;60.63;American IPA
3972;27;1.051;1.012;5.24;38.93;6.87;28;-1;1.049;80;?;0;BIAB;0.75;19;60.51;American Pale Ale
3973;20.82;1.058;1.011;6.11;59.68;4.86;28.39;-1;1.042;70;1.5;0;All Grain;0.75;17.78;60.58;American Pale Ale
3974;20.82;1.054;1.013;5.44;48.04;-1;24.61;60;1.046;?;1.25;0;All Grain;1;18.89;60.54;American Pale Ale
3976;20.82;1.069;1.017;6.82;?;6.05;26.65;60;1.054;70;1.5;0;All Grain;1;20;60.69;American IPA
3979;23.09;1.045;1.011;4.42;35.34;6;28.39;60;1.037;70;1.4;0;?;0.75;18.33;60.45;American Pale Ale
3982;23.09;1.057;1.011;6.03;34.86;11.74;15.14;-1;1.032;35;?;0;extract;0.35;21.11;60.57;American IPA
3983;40;1.058;1.015;5.75;69.71;7.6;?;70;1.039;75;3;0;All Grain;?;?;60.58;American IPA
3984;300;1.056;1.011;5.99;50.41;6.72;220;60;1.077;80;3;0;All Grain;0.5;17;60.56;American Pale Ale
3988;22.71;1.065;1.015;6.63;122.42;4.93;28.39;60;1.052;70;1.25;0;All Grain;?;?;60.65;American IPA
3990;21;1.062;?;6.63;50.55;9.45;28.4;60;1.046;70;3.1;0;All Grain;?;16;60.62;American IPA
3992;18.93;1.064;1.018;6.03;63.47;11.31;?;60;1.106;35;?;0;Partial Mash;?;23.33;60.64;American IPA
3993;3.5;1.064;1.014;6.59;53.73;6.05;5.75;60;1.039;60;2.5;0;?;0.35;21;60.64;American IPA
3996;18.93;1.085;?;8.37;98.04;7.73;11.36;60;1.142;35;?;0;extract;?;?;60.85;American IPA
3997;41.64;1.053;1.017;?;90.94;36.19;?;60;1.046;35;?;0;?;?;20;60.53;American IPA
3998;22.71;1.047;1.01;4.75;38.26;4.4;26.5;60;1.04;72;?;0;BIAB;1;?;60.47;American IPA
3999;20.82;1.053;1.012;5.37;44.35;10.95;?;60;1.04;71;1.25;0;All Grain;?;?;60.53;American IPA
4000;10;1.051;?;5.13;79.74;11.73;10;60;1.051;55;3;0;All Grain;0.35;20;60.51;American Pale Ale
4002;17;1.059;1.013;6.08;54.54;28.56;23;60;1.044;75;?;0;BIAB;?;?;60.59;American IPA
4004;20.82;1.053;1.012;5.27;-1;8.21;26.5;-1;1.041;35;?;0;extract;?;20;60.53;American Pale Ale
4005;41.64;1.063;1.009;?;183.06;8.48;45.42;60;1.058;72;1.5;0;All Grain;?;18.89;60.63;American IPA
4006;20.82;1.066;?;6.89;43.6;7.52;26.5;60;1.052;68;1.5;0;All Grain;0.75;?;60.66;American IPA
4007;30;1.049;1.014;4.65;17.14;24.02;30;90;1.049;72;?;0;All Grain;?;?;60.49;American Pale Ale
4008;18.93;1.069;?;7.08;-1;11.13;24.61;90;1.053;70;1.3;?;All Grain;1;20;60.69;American IPA
4009;23;1.049;1.014;4.62;56.23;3.55;16;60;1.07;35;?;0;extract;0.35;19;60.49;American Pale Ale
4010;41.64;1.059;1.011;6.4;39.04;6.02;47.32;60;1.052;85;1.5;0;All Grain;0.35;20;60.59;American Pale Ale
4011;18.93;1.041;1.01;4.03;?;3.51;11.36;60;1.047;35;?;0;extract;?;20;60.41;American IPA
4012;19;1.047;1.008;5;?;10.42;?;60;1.039;60;?;0;BIAB;0.5;19;60.47;American Pale Ale
4013;13.25;1.062;1.016;6.08;88.19;8.51;20.82;60;1.04;68;?;0;BIAB;0.75;20;60.62;American IPA
4014;20.82;1.057;1.057;?;71.01;5.41;29.11;60;1.041;35;?;0;extract;0.75;21.11;60.57;American IPA
4019;20.82;13.052;3.5274;5.12;51.56;4.06;24.23;60;11.3;70;1.25;1;All Grain;0.75;20;180.52;American Pale Ale
4022;20.82;1.055;1.014;5.34;92.34;3.59;28.39;60;1.04;75;?;0;All Grain;0.35;18.33;60.55;American IPA
4026;20.82;1.047;1.011;4.65;58.98;6.1;?;60;1.037;70;?;0;BIAB;0.75;16.67;60.47;American IPA
4027;20.82;?;1.016;6.33;40.34;5.8;32.18;60;1.042;75;?;0;BIAB;1;18.89;?;American IPA
4028;26;1.051;1.011;5.2;36.63;8.01;30;60;1.044;80;3;0;All Grain;1;19;60.51;American Pale Ale
4029;20.82;1.057;1.015;5.55;46.17;7.22;28.39;60;?;65;?;0;All Grain;?;18.33;60.57;American IPA
4031;45;1.056;1.012;5.78;46.17;9.01;55;60;1.046;?;2.5;0;?;?;16;60.56;American IPA
4032;38;1.057;1.018;5.06;16.38;4.69;42;60;1.051;85;3;0;All Grain;?;?;60.57;American Pale Ale
4033;17;1.052;1.012;5.22;39.9;5.5;?;60;?;68;3;0;All Grain;?;18;60.52;American Pale Ale
4034;26.5;1.071;1.015;7.36;93.17;5.34;32.18;60;1.059;76;1.3;0;?;0.75;19.44;60.71;American IPA
4037;19.68;1.051;1.013;5.05;53.12;4.85;28.39;60;1.036;66;1.25;0;All Grain;0.35;?;60.51;American Pale Ale
4041;20.82;1.065;1.014;6.7;31.3;?;28.39;60;1.048;65;?;0;BIAB;?;?;60.65;American IPA
4045;20.82;1.079;1.022;7.51;81.57;8.78;26.5;-1;1.062;70;1.33;0;All Grain;?;17.22;60.79;American IPA
4046;22.71;1.074;?;?;?;7.05;27.25;90;1.061;74;1.5;0;All Grain;1;20;60.74;American IPA
4050;24.61;1.082;?;6.8;15.24;?;30.28;90;1.067;75;1.3;0;All Grain;1.25;18.33;60.82;American IPA
4052;18.93;1.061;1.015;6.01;0;13.61;18.93;60;?;?;?;?;Partial Mash;?;?;60.61;American IPA
4053;45.42;1.071;1.019;6.92;105.51;5.76;36.72;90;1.088;83;?;0;All Grain;1.25;19.44;60.71;American IPA
4054;20.82;1.059;1.011;6.24;?;-1;28.39;60;1.043;70;?;0;BIAB;0.35;21.11;60.59;American Pale Ale
4057;21;1.048;1.014;4.49;31.76;7.34;25;60;1.04;75;?;0;BIAB;0.35;17;60.48;American Pale Ale
4058;41.64;1.066;1.016;6.56;65.42;4.44;53.49;-1;1.051;65;1.4;0;All Grain;0.35;20;60.66;American IPA
4060;14;1.061;1.018;5.61;20.02;14;16;90;1.054;?;2.1;0;?;1.25;25;60.61;American Pale Ale
4061;21.77;1.059;1.012;6.18;49.39;6.48;28.39;60;1.046;83;?;0;BIAB;0.75;20;60.59;American Pale Ale
4063;20;1.061;1.011;6.6;60.81;-1;25.4;60;1.048;72;3;0;All Grain;0.75;21;60.61;American IPA
4067;20.82;1.076;1.019;7.43;190.83;5.29;30.28;60;1.052;?;1.5;0;All Grain;?;20;60.76;American IPA
4070;20.82;1.052;1.012;5.24;69.7;4.17;11.36;60;1.096;70;?;0;Partial Mash;?;21.11;60.52;American Pale Ale
4073;1650;?;1.018;6.9;25.55;13.36;1700;-1;?;70;3;0;All Grain;?;?;?;American IPA
4074;20.82;1.066;1.017;6.45;97.32;9.8;26.5;60;1.052;70;?;0;BIAB;0.75;20;60.66;American IPA
4076;22.71;1.057;?;5.63;51.77;?;28.39;60;1.046;70;1.33;0;All Grain;0.75;20;60.57;American IPA
4078;25;1.027;1.006;2.74;40.84;2.64;?;60;1.023;70;1.5;0;All Grain;?;19;60.27;American Pale Ale
4080;18.93;1.059;1.012;6.18;58.47;11.72;24;90;1.046;?;3;0;?;0.75;22;60.59;American Pale Ale
4082;20.06;1.043;1.011;4.21;39.79;6.06;24.61;60;1.035;70;1.5;0;All Grain;0.35;18.33;60.43;American IPA
4083;20.82;1.064;1.015;6.49;62.7;7.41;28.39;60;1.047;65.5;?;0;?;0.35;?;60.64;American IPA
4084;62.46;1.059;1.011;6.39;32.88;5.52;68.14;60;1.054;70;1.5;0;All Grain;?;?;60.59;American IPA
4086;20.82;1.062;1.014;6.39;98.22;14.44;28.39;60;1.046;75;1.5;0;All Grain;?;?;60.62;American IPA
4087;22.71;1.069;1.014;7.23;76.35;8.71;30.28;60;1.051;70;1.25;0;All Grain;0.75;20;60.69;American IPA
4088;20;1.068;1.013;7.2;115.15;7.76;30;?;1.045;68;2;0;?;?;19;60.68;American IPA
4090;21;1.06;1.015;5.88;65.55;-1;28.5;60;1.044;60;2.6;0;All Grain;?;?;60.6;American Pale Ale
4091;13.5;1.047;1.006;5.26;42.23;3.55;17.5;60;1.036;62;3.5;0;All Grain;0.35;17;60.47;American Pale Ale
4092;45.42;?;?;6.53;58.67;6.21;53;60;1.056;70;?;0;?;0.75;?;?;American IPA
4094;45.42;1.058;1.014;5.96;24.29;6.31;53;60;1.049;95;1.25;0;All Grain;?;18.33;60.58;American Pale Ale
4095;18.93;1.031;1.007;3.13;70.64;10.56;24.61;60;1.024;35;1.5;0;All Grain;?;?;60.31;American IPA
4096;18.93;1.061;1.012;?;81.38;4.83;28.39;?;1.041;70;1.5;0;All Grain;?;?;60.61;American IPA
4098;15;1.056;1.009;?;88;6.31;18;60;1.047;65;3;0;All Grain;?;20;60.56;American IPA
4101;20.82;1.071;1.018;?;90.04;-1;11.36;60;?;35;?;0;extract;?;?;60.71;American IPA
4102;35;1.041;1.008;4.31;35.36;4.97;40;60;1.036;70;3;0;All Grain;0.75;18;60.41;American Pale Ale
4105;20.82;1.058;1.013;5.97;35.41;?;28.39;60;1.043;75;1.4;0;All Grain;?;?;60.58;American Pale Ale
4107;18.93;1.053;1.01;5.71;41.51;4.07;26.5;60;1.038;60;1.5;0;All Grain;0.75;19.44;60.53;American IPA
4108;18.93;1.069;1.016;6.88;93.6;?;28.39;60;1.046;70;1.5;0;All Grain;?;?;60.69;American IPA
4112;21.96;1.084;1.016;8.86;97.38;26.58;26.12;60;1.07;70;?;0;BIAB;1;18.89;60.84;American IPA
4113;20.82;1.065;?;6.26;29.95;7.21;28.39;60;1.048;73;1.25;0;All Grain;1;20;60.65;American IPA
4114;18.93;1.074;1.021;7;61.53;7.49;11.36;60;1.123;35;?;0;extract;?;22.22;60.74;American IPA
4115;25;1.063;1.017;6.1;47.08;?;?;90;1.051;75;4.6;0;All Grain;0.35;20;60.63;American Pale Ale
4116;26;1.051;1.012;5.16;41.88;-1;24;?;1.055;70;?;0;BIAB;0.5;20;60.51;American IPA
4118;24;1.055;1.012;5.72;35.44;4.9;26;60;1.047;72;2.5;0;All Grain;0.5;21;60.55;American IPA
4120;18.93;1.068;1.017;6.7;91.17;12.64;17.03;60;1.051;35;?;0;extract;1.25;20;60.68;American IPA
4122;21.2;1.068;1.018;6.64;85.58;7.51;?;-1;1.051;72;1.25;0;All Grain;0.5;20;60.68;American IPA
4123;10.41;1.066;1.019;6.13;61.06;?;15.14;60;1.045;66;1.25;0;All Grain;0.5;14.44;60.66;American IPA
4124;20.82;1.057;1.011;6.05;20.46;9.21;28.69;60;1.042;75;1.25;0;All Grain;0.35;22.22;60.57;American Pale Ale
4127;20.82;1.058;?;6.29;59.99;7.7;28.39;60;1.043;70;1.5;0;All Grain;0.35;18.33;60.58;American Pale Ale
4128;3.79;1.063;1.014;6.32;43.89;7.98;7.57;60;1.031;75;1.5;0;All Grain;?;?;60.63;American IPA
4132;11.36;1.066;1.013;7;42.62;8.39;14.2;-1;1.053;75;?;0;BIAB;?;15.56;60.66;American IPA
4133;20.82;1.075;?;7.29;0;5.4;25.91;60;?;80;?;0;All Grain;?;?;60.75;American IPA
4134;49;1.062;1.012;6.53;88.24;-1;53;60;1.057;69;2;?;?;0.75;19;60.62;American IPA
4137;19.87;1.046;1.014;4.29;50.08;8.53;26.12;60;1.035;65;?;0;BIAB;0.75;19.44;60.46;American Pale Ale
4138;20.82;1.073;1.016;7.49;88.39;7.85;28.39;60;1.054;55;1.5;0;All Grain;?;?;60.73;American IPA
4140;21.96;1.062;1.015;6.16;46.94;9.17;23.85;60;1.057;70;1.5;0;All Grain;0.5;20;60.62;American Pale Ale
4141;20.82;1.069;1.014;7.17;73.65;6.12;28.39;60;1.05;70;1.3;0;All Grain;0.75;20;60.69;American IPA
4142;22;?;1.01;5.57;82.71;5.09;?;60;1.053;35;?;0;Partial Mash;?;?;?;American IPA
4143;20.82;1.066;1.016;6.65;74.2;13.78;28.39;60;1.049;70;1.33;0;All Grain;1;21.11;60.66;American IPA
4144;22;1.066;1.016;6.59;100.31;5.95;26.5;90;1.055;70;?;0;BIAB;?;20;60.66;American IPA
4145;20.82;1.057;1.013;5.79;-1;5.94;28.39;60;1.042;78;1.25;0;?;?;?;60.57;American IPA
4146;21;1.046;1.012;4.63;-1;10.2;25;60;1.039;?;2.2;?;All Grain;0.75;21;60.46;American Pale Ale
4147;21;1.07;1.018;6.8;87.95;10.88;27;60;1.054;72;?;0;BIAB;?;18;60.7;American Pale Ale
4148;20.82;?;1.015;6.12;-1;3.82;24.23;-1;1.053;75;?;0;All Grain;?;?;?;American Pale Ale
4150;7.57;?;?;5.95;53.15;4.27;13.25;60;1.032;75;1.5;0;All Grain;0.35;18.33;?;American Pale Ale
4152;21;1.062;1.015;6.2;97.53;5.84;28.5;-1;1.043;63;3.5;0;All Grain;?;?;60.62;American IPA
4155;200;1.058;1.011;6.15;134.8;-1;205.7;60;?;75;3.1;0;All Grain;?;18;60.58;American IPA
4157;22.71;1.059;1.013;6.04;58.73;6.31;30.28;90;1.044;68;?;0;All Grain;?;18.89;60.59;American Pale Ale
4158;22.71;1.043;1.011;4.24;-1;9.6;26.5;-1;1.037;70;1.25;?;All Grain;?;18.33;60.43;American Pale Ale
4160;18;1.055;1.014;5.37;31.88;-1;9;20;1.109;35;?;0;extract;?;?;60.55;American Pale Ale
4162;21;1.07;1.018;6.86;234.59;?;28.5;?;1.052;70;?;0;BIAB;?;?;60.7;American IPA
4164;15;1.063;1.015;6.32;53.91;6.47;22;60;1.043;?;?;0;BIAB;?;?;60.63;American IPA
4165;23;1.044;1.007;?;35.87;4.09;25;60;1.04;?;?;0;extract;0.35;?;60.44;American IPA
4167;23.66;1.052;1.011;?;72.17;6.19;26.5;60;1.046;75;1.5;0;All Grain;1.25;20;60.52;American IPA
4170;18.93;1.078;1.018;7.97;75.88;6.32;26.5;60;1.056;70;1;0;All Grain;?;17.78;60.78;American IPA
4173;18.93;1.076;?;8.04;74.48;5.78;26.5;60;?;70;1.5;0;All Grain;1;?;60.76;American IPA
4176;3.79;1.056;1.011;5.92;22.08;9.11;9.84;60;1.021;75;1.5;0;All Grain;?;?;60.56;American Pale Ale
4177;19.68;1.05;1.01;5.34;52.1;7.82;23.47;60;1.042;71;?;0;All Grain;?;20;60.5;American IPA
4178;39.75;1.058;1.016;5.51;?;7.92;43.53;60;?;70;?;0;All Grain;?;?;60.58;American IPA
4181;45;1.051;1.012;5.1;70.42;9.38;50;90;1.046;75;3;0;All Grain;?;?;60.51;American IPA
4183;25;1.057;1.014;5.65;35.66;6.59;30;60;1.048;72;?;0;BIAB;?;20;60.57;American Pale Ale
4188;20;1.05;1.009;5.34;?;5.93;21;60;1.025;35;?;0;?;?;?;60.5;American IPA
4193;25;1.063;1.015;6.26;77.77;-1;34;90;1.046;75;?;0;BIAB;0.35;18;60.63;American IPA
4194;21;1.5;1.119;49.96;?;19;28.5;90;1.5;75;3;0;All Grain;0.75;19;65;American IPA
4195;18.93;1.062;1.011;6.68;98.4;6.19;28.39;60;1.041;70;1.5;0;All Grain;0.35;20;60.62;American IPA
4196;15.14;1.077;1.019;7.53;-1;9.34;11.36;60;?;?;?;0;extract;?;?;60.77;American IPA
4198;3.79;1.071;1.016;7.21;49.55;7.4;4.73;30;1.057;60;1.5;0;All Grain;0.35;21.11;60.71;American IPA
4201;23;1.048;1.009;5.03;43.53;7;11;60;1.099;35;?;0;extract;0.5;20;60.48;American IPA
4202;20.82;1.054;1.013;5.27;36.12;7.59;28.39;60;1.039;70;1.5;0;All Grain;?;?;60.54;American Pale Ale
4206;18.93;1.053;1.01;5.56;57.48;3.4;?;60;1.044;68;1.6;?;?;0.35;18.89;60.53;American IPA
4209;53;1.055;1.014;5.41;29.42;9.5;60;60;1.049;70;3;0;All Grain;?;?;60.55;American Pale Ale
4212;20.82;1.068;?;7.19;107.79;11.85;26.5;60;1.053;?;1.5;0;All Grain;1.25;18.89;60.68;American IPA
4213;20.82;1.063;1.016;6.14;48.21;11.31;24.61;60;1.053;75;1.2;0;All Grain;?;20;60.63;American Pale Ale
4214;1000;1.058;1.011;6.16;37.6;4.98;1000;60;1.058;75;2;0;All Grain;0.75;20;60.58;American Pale Ale
4215;22.7;1.074;1.016;7.6;-1;8.67;26;90;1.064;75;?;0;All Grain;?;20;60.74;American IPA
4216;45.42;?;1.016;5.33;85.32;7.52;47.32;-1;1.054;70;1;0;All Grain;?;?;?;American IPA
4217;20.82;1.061;1.01;6.66;49.87;5.4;24.61;90;1.052;87;1.5;0;All Grain;0.35;?;60.61;American IPA
4221;24.5;1.041;1.008;4.36;37.03;7.48;8;60;1.126;35;?;0;extract;?;25;60.41;American IPA
4222;20.82;1.062;1.016;5.97;87.33;?;26.5;60;1.048;70;1.5;0;All Grain;0.35;20;60.62;American IPA
4223;13;1.046;1.012;4.56;49.88;3.3;20;60;1.03;65;3.5;?;All Grain;0.35;18;60.46;American Pale Ale
4224;18.93;1.06;1.015;5.9;0;6.32;22.71;-1;?;70;?;0;All Grain;?;?;60.6;American IPA
4225;25;1.069;1.013;7.3;31.93;5.97;28.5;60;1.06;70;3;0;All Grain;0.35;20;60.69;American IPA
4228;18.93;1.054;?;5.74;49.11;6.63;7.57;60;1.135;35;?;0;extract;0.35;18.89;60.54;American IPA
4229;18.93;1.06;1.014;6;59;6.19;22.71;60;1.05;35;?;0;extract;0.5;18.89;60.6;American IPA
4230;20.82;1.052;?;5.62;41.7;5.87;24.61;60;1.044;75;?;0;BIAB;0.75;17.78;60.52;American IPA
4231;20.82;?;1.02;7.02;67.01;9.66;28.39;60;1.054;70;1.5;0;All Grain;?;?;?;American IPA
4234;20.82;1.058;1.015;5.57;70.92;6.49;24.61;60;1.049;70;1.25;0;All Grain;?;?;60.58;American IPA
4235;13.5;1.052;1.014;4.87;35.09;4.02;?;30;1.091;80;?;0;extract;0.35;18;60.52;American Pale Ale
4236;9.46;1.056;?;5.58;32.32;8.65;11.36;60;1.047;65;?;0;BIAB;?;?;60.56;American Pale Ale
4238;21.5;1.055;1.012;5.67;37.33;7.87;26;60;1.046;70;?;0;BIAB;?;?;60.55;American IPA
4239;22.71;1.062;1.014;6.18;?;8.68;28.39;60;1.049;80;1.25;0;All Grain;1.25;21.11;60.62;American Pale Ale
4240;17.03;1.058;1.01;6.25;44.31;4.65;20.82;60;1.047;65;?;0;?;?;21.11;60.58;American IPA
4244;20;14.1254;4.09378;5.42;63.28;6.84;23;60;12.4;70;3.5;1;All Grain;?;23;191.254;American IPA
4245;23;1.039;1.012;3.55;39.33;5.6;27;70;1.033;65;?;0;BIAB;?;?;60.39;American Pale Ale
4246;19;1.045;?;4.4;61.68;8.67;24;60;1.035;65;?;0;?;?;19;60.45;American IPA
4249;41.64;1.063;1.013;6.65;29.91;-1;47.32;60;1.056;80;1.5;0;?;0.35;20;60.63;American IPA
4251;20.82;1.065;1.018;6.24;69.57;?;22.71;60;1.06;25;?;0;extract;0.5;?;60.65;American IPA
4252;20.82;1.064;1.016;6.31;63.34;-1;28.39;75;1.047;72;?;0;BIAB;0.75;20;60.64;American IPA
4255;9.46;1.063;1.015;6.21;106.42;4.32;12.3;60;1.048;68;?;0;BIAB;0.75;19.44;60.63;American IPA
4257;20.82;1.059;?;5.85;46.74;6.12;28.39;-1;1.044;65;1.5;0;All Grain;?;20;60.59;American Pale Ale
4258;9.46;1.072;1.02;6.8;208.79;12.59;11.36;60;1.06;35;?;0;extract;0.35;20;60.72;American IPA
4260;18.93;1.026;1.009;2.25;7.49;7.27;22.71;60;1.021;70;2.7;0;All Grain;?;?;60.26;American Pale Ale
4263;20.82;1.056;1.016;5.25;58;11.7;28.39;90;1.041;75;1.5;?;All Grain;0.35;19.44;60.56;American IPA
4264;15;1.059;1.011;6.28;-1;7.71;20;60;1.044;70;3;0;All Grain;?;20;60.59;American Pale Ale
4265;20.82;1.064;1.011;6.9;61.13;-1;24.61;-1;1.054;80;1.5;0;All Grain;1;22.22;60.64;American IPA
4266;20.82;?;1.017;6.53;67.58;7.79;24.61;60;1.057;75;?;0;Partial Mash;?;20;?;American IPA
4267;9.46;1.052;1.013;5.1;36.78;5.78;11.36;60;1.043;35;?;0;BIAB;?;?;60.52;American Pale Ale
4269;22.71;1.057;1.011;6.03;47.94;7.81;28.39;60;1.046;55;1.5;0;All Grain;?;18.33;60.57;American IPA
4270;19;1.056;1.015;5.4;49.17;7.94;26;90;?;75;3;0;All Grain;?;20;60.56;American Pale Ale
4272;18.93;1.075;1.019;7.39;86.65;?;9.46;60;1.15;40;?;0;extract;?;?;60.75;American IPA
4275;1050;1.062;1.011;6.76;30.32;4.75;1150;60;1.057;69;2.5;0;All Grain;0.75;21;60.62;American IPA
